name,address,latitude,longitude
대전신성점,대전광역시 유성구 신성남로 43(신성동),36.3867273259451,127.34982574112
대전오류점,대전광역시 중구 계백로 1693 (오류동),36.3213955683428,127.407613871827
대전용문점,대전광역시 서구 계룡로 622 (용문동),36.3394430467127,127.391312709609
대전월평점,대전광역시 서구 월평로 58 (월평동),36.355968086367,127.363371178191
대전전민점,대전광역시 유성구 전민로70번길 5(전민동),36.3990396005576,127.400692077107
대전죽동점,대전광역시 유성구 죽동로 291(죽동),36.3699660731531,127.338215064646
대전태평점,"대전광역시 중구 태평로 80 (태평동, 삼부아파트1단지)",36.3245843006876,127.394942689362
대전판암점,대전광역시 동구 옥천로 122(판암동),36.3169692684082,127.453922953303
대전가수원점,대전광역시 서구 계백로 1135 (가수원동),36.3047651958663,127.349497058183
대전목원대점,대전광역시 서구 동서대로 692(도안동),36.3318258066343,127.339856227514
대전배재대점,대전광역시 서구 배재로172번길 3 (도마동),36.3238783249645,127.370539549262
대전보건대점,대전광역시 동구 우암로 324(가양동),36.3478866372309,127.45101067352
대전신탄진점,대전광역시 대덕구 신탄진로 811(신탄진동),36.4501151421833,127.428743463265
대전중리본점,대전광역시 대덕구 한밭대로 1154 (중리동),36.3586488470096,127.426680990147
대전한밭대점,대전광역시 유성구 학하서로121번길 55-13 (덕명동),36.3496975168798,127.298055349528
대전중앙로역점,대전광역시 중구 중앙로 지하145(대흥동) 신지하상가 B특1호,36.3280376363476,127.424130901778
롯데슈퍼중촌점,대전광역시 중구 목중로 50 (중촌동),36.3378398024415,127.409616148139
홈플러스유성점,대전광역시 유성구 한밭대로 502(봉명동),36.3584023856827,127.354171588147
대전과학기술대점,대전광역시 서구 복수남로 49(복수동),36.2980773038482,127.375974031749
대전유성온천역점,대전광역시 유성구 대학로 10 (봉명동),36.3545332805735,127.342234795069
대전중촌네거리점,대전광역시 중구 대종로 625 (중촌동),36.3367013208044,127.415367956542
롯데마트서대전점,대전광역시 유성구 유성대로 26-37 (원내동),36.3005094043028,127.324776343089
하나로클럽대전점,대전광역시 중구 대둔산로199번길 43 (안영동),36.2885908554605,127.37844614325
롯데마트대전노은점,대전광역시 유성구 북유성대로 206 (하기동),36.3843600701071,127.321530697408
패션아일랜드대전점,대전광역시 동구 은어송로 72 (가오동),36.3069678174478,127.457985837078
하나로마트동대전점,대전광역시 동구 계족로 63,36.3202865029075,127.443017620855
롯데마트대덕테크노점,대전광역시 유성구 테크노중앙로 14 (관평동),36.4269265013269,127.386979426622
이마트트레이더스월평점,대전광역시 서구 한밭대로 580 (월평동),36.3577019635918,127.362920657362
대전갈마2호점,대전광역시 서구 신갈마로 187 (갈마동),36.3503807812087,127.367737521776
대전도마2호점,대전광역시 서구 제비네1길 4 (도마동),36.316358939726,127.378317636659
